Date,Change.C,C_1,O_1,H_1,L_1,V_1,C_2,O_2,H_2,L_2,V_2,C_3,O_3,H_3,L_3,V_3,C_4,O_4,H_4,L_4,V_4,C_5,O_5,H_5,L_5,V_5
23/5/2020,-0.35,4.33,-5.36,-1.2,2.38,-15.53,-5.35,-2.11,-1.72,-7.21,17.8,-2.11,-0.17,-0.22,-1.32,-12.68,-0.17,3.81,-0.58,1.35,-21.26,3.8,3.24,3.44,3.62,12.36
22/5/2020,4.33,-5.35,-2.11,-1.72,-7.21,17.8,-2.11,-0.17,-0.22,-1.32,-12.68,-0.17,3.81,-0.58,1.35,-21.26,3.8,3.24,3.44,3.62,12.36,3.24,2.9,3.28,3.25,1.68
21/5/2020,-5.35,-2.11,-0.17,-0.22,-1.32,-12.68,-0.17,3.81,-0.58,1.35,-21.26,3.8,3.24,3.44,3.62,12.36,3.24,2.9,3.28,3.25,1.68,2.9,-4.15,-0.44,0.45,-6.62
20/5/2020,-2.11,-0.17,3.81,-0.58,1.35,-21.26,3.8,3.24,3.44,3.62,12.36,3.24,2.9,3.28,3.25,1.68,2.9,-4.15,-0.44,0.45,-6.62,-4.16,1.86,-0.87,-1.83,-19.9
19/5/2020,-0.17,3.8,3.24,3.44,3.62,12.36,3.24,2.9,3.28,3.25,1.68,2.9,-4.15,-0.44,0.45,-6.62,-4.16,1.86,-0.87,-1.83,-19.9,1.86,5.14,2.49,4.04,18.78
18/5/2020,3.8,3.24,2.9,3.28,3.25,1.68,2.9,-4.15,-0.44,0.45,-6.62,-4.16,1.86,-0.87,-1.83,-19.9,1.86,5.14,2.49,4.04,18.78,5.13,2.15,4.57,1.57,12.13
17/5/2020,3.24,2.9,-4.15,-0.44,0.45,-6.62,-4.16,1.86,-0.87,-1.83,-19.9,1.86,5.14,2.49,4.04,18.78,5.13,2.15,4.57,1.57,12.13,2.09,-1.04,-0.63,4.65,-41.74
16/5/2020,2.9,-4.16,1.86,-0.87,-1.83,-19.9,1.86,5.14,2.49,4.04,18.78,5.13,2.15,4.57,1.57,12.13,2.09,-1.04,-0.63,4.65,-41.74,-0.97,-10.67,-8.05,-1.81,-25.68
15/5/2020,-4.16,1.86,5.14,2.49,4.04,18.78,5.13,2.15,4.57,1.57,12.13,2.09,-1.04,-0.63,4.65,-41.74,-0.97,-10.67,-8.05,-1.81,-25.68,-10.67,-0.61,-2.01,-13.47,72.15
14/5/2020,1.86,5.13,2.15,4.57,1.57,12.13,2.09,-1.04,-0.63,4.65,-41.74,-0.97,-10.67,-8.05,-1.81,-25.68,-10.67,-0.61,-2.01,-13.47,72.15,-0.58,-0.25,-0.9,0.76,-9.45
13/5/2020,5.13,2.09,-1.04,-0.63,4.65,-41.74,-0.97,-10.67,-8.05,-1.81,-25.68,-10.67,-0.61,-2.01,-13.47,72.15,-0.58,-0.25,-0.9,0.76,-9.45,-0.26,6.51,1.14,5.01,-13.59
12/5/2020,2.09,-0.97,-10.67,-8.05,-1.81,-25.68,-10.67,-0.61,-2.01,-13.47,72.15,-0.58,-0.25,-0.9,0.76,-9.45,-0.26,6.51,1.14,5.01,-13.59,6.51,-3.07,1.6,-0.72,11.15
11/5/2020,-0.97,-10.67,-0.61,-2.01,-13.47,72.15,-0.58,-0.25,-0.9,0.76,-9.45,-0.26,6.51,1.14,5.01,-13.59,6.51,-3.07,1.6,-0.72,11.15,-3.08,-0.6,-0.34,-1.47,14.16
10/5/2020,-10.67,-0.58,-0.25,-0.9,0.76,-9.45,-0.26,6.51,1.14,5.01,-13.59,6.51,-3.07,1.6,-0.72,11.15,-3.08,-0.6,-0.34,-1.47,14.16,-0.61,-1.55,0.33,3.33,-22.64
9/5/2020,-0.58,-0.26,6.51,1.14,5.01,-13.59,6.51,-3.07,1.6,-0.72,11.15,-3.08,-0.6,-0.34,-1.47,14.16,-0.61,-1.55,0.33,3.33,-22.64,-1.53,-1.92,-3.71,-4.99,17.69
8/5/2020,-0.26,6.51,-3.07,1.6,-0.72,11.15,-3.08,-0.6,-0.34,-1.47,14.16,-0.61,-1.55,0.33,3.33,-22.64,-1.53,-1.92,-3.71,-4.99,17.69,-1.93,0.92,1.67,-2.38,26.27
7/5/2020,6.51,-3.08,-0.6,-0.34,-1.47,14.16,-0.61,-1.55,0.33,3.33,-22.64,-1.53,-1.92,-3.71,-4.99,17.69,-1.93,0.92,1.67,-2.38,26.27,0.92,2.8,-0.85,2.16,-20.67
6/5/2020,-3.08,-0.61,-1.55,0.33,3.33,-22.64,-1.53,-1.92,-3.71,-4.99,17.69,-1.93,0.92,1.67,-2.38,26.27,0.92,2.8,-0.85,2.16,-20.67,2.8,-4.27,-4.43,1.71,-34.91
5/5/2020,-0.61,-1.53,-1.92,-3.71,-4.99,17.69,-1.93,0.92,1.67,-2.38,26.27,0.92,2.8,-0.85,2.16,-20.67,2.8,-4.27,-4.43,1.71,-34.91,-4.26,9.6,4,3.13,7.88
4/5/2020,-1.53,-1.93,0.92,1.67,-2.38,26.27,0.92,2.8,-0.85,2.16,-20.67,2.8,-4.27,-4.43,1.71,-34.91,-4.26,9.6,4,3.13,7.88,9.59,0.21,10.54,2.07,50.71
3/5/2020,-1.93,0.92,2.8,-0.85,2.16,-20.67,2.8,-4.27,-4.43,1.71,-34.91,-4.26,9.6,4,3.13,7.88,9.59,0.21,10.54,2.07,50.71,0.21,-0.62,-0.65,0.84,-6.52
2/5/2020,0.92,2.8,-4.27,-4.43,1.71,-34.91,-4.26,9.6,4,3.13,7.88,9.59,0.21,10.54,2.07,50.71,0.21,-0.62,-0.65,0.84,-6.52,-0.61,1.72,-0.25,-0.86,0.86
1/5/2020,2.8,-4.26,9.6,4,3.13,7.88,9.59,0.21,10.54,2.07,50.71,0.21,-0.62,-0.65,0.84,-6.52,-0.61,1.72,-0.25,-0.86,0.86,1.72,3.43,0.99,3.49,5.76
30/4/2020,-4.26,9.59,0.21,10.54,2.07,50.71,0.21,-0.62,-0.65,0.84,-6.52,-0.61,1.72,-0.25,-0.86,0.86,1.72,3.43,0.99,3.49,5.76,3.43,1.13,4.24,0.45,10.23
29/4/2020,9.59,0.21,-0.62,-0.65,0.84,-6.52,-0.61,1.72,-0.25,-0.86,0.86,1.72,3.43,0.99,3.49,5.76,3.43,1.13,4.24,0.45,10.23,1.14,1.51,-1.6,3.72,-30.94
28/4/2020,0.21,-0.61,1.72,-0.25,-0.86,0.86,1.72,3.43,0.99,3.49,5.76,3.43,1.13,4.24,0.45,10.23,1.14,1.51,-1.6,3.72,-30.94,1.5,6.99,4.73,5.07,20.66
27/4/2020,-0.61,1.72,3.43,0.99,3.49,5.76,3.43,1.13,4.24,0.45,10.23,1.14,1.51,-1.6,3.72,-30.94,1.5,6.99,4.73,5.07,20.66,6.99,0.25,5.29,0.96,0.76
26/4/2020,1.72,3.43,1.13,4.24,0.45,10.23,1.14,1.51,-1.6,3.72,-30.94,1.5,6.99,4.73,5.07,20.66,6.99,0.25,5.29,0.96,0.76,0.23,-5.41,-6.31,0.48,-29.84
25/4/2020,3.43,1.14,1.51,-1.6,3.72,-30.94,1.5,6.99,4.73,5.07,20.66,6.99,0.25,5.29,0.96,0.76,0.23,-5.41,-6.31,0.48,-29.84,-5.4,-3.92,-1.06,-5.49,44.74
24/4/2020,1.14,1.5,6.99,4.73,5.07,20.66,6.99,0.25,5.29,0.96,0.76,0.23,-5.41,-6.31,0.48,-29.84,-5.4,-3.92,-1.06,-5.49,44.74,-3.91,9.87,-0.52,3.89,-5.98
23/4/2020,1.5,6.99,0.25,5.29,0.96,0.76,0.23,-5.41,-6.31,0.48,-29.84,-5.4,-3.92,-1.06,-5.49,44.74,-3.91,9.87,-0.52,3.89,-5.98,9.86,-0.98,8.42,1.22,23.44
22/4/2020,6.99,0.23,-5.41,-6.31,0.48,-29.84,-5.4,-3.92,-1.06,-5.49,44.74,-3.91,9.87,-0.52,3.89,-5.98,9.86,-0.98,8.42,1.22,23.44,-0.97,12.7,0.14,13.19,-39.22
21/4/2020,0.23,-5.4,-3.92,-1.06,-5.49,44.74,-3.91,9.87,-0.52,3.89,-5.98,9.86,-0.98,8.42,1.22,23.44,-0.97,12.7,0.14,13.19,-39.22,12.69,-3.49,8.21,-2.32,59.37
20/4/2020,-5.4,-3.91,9.87,-0.52,3.89,-5.98,9.86,-0.98,8.42,1.22,23.44,-0.97,12.7,0.14,13.19,-39.22,12.69,-3.49,8.21,-2.32,59.37,-3.5,1.32,-0.32,-1.98,-2.36
19/4/2020,-3.91,9.86,-0.98,8.42,1.22,23.44,-0.97,12.7,0.14,13.19,-39.22,12.69,-3.49,8.21,-2.32,59.37,-3.5,1.32,-0.32,-1.98,-2.36,1.32,-1.51,1.71,3.27,-16.21
18/4/2020,9.86,-0.97,12.7,0.14,13.19,-39.22,12.69,-3.49,8.21,-2.32,59.37,-3.5,1.32,-0.32,-1.98,-2.36,1.32,-1.51,1.71,3.27,-16.21,-1.48,0.37,-3.58,-2.95,11.95
17/4/2020,-0.97,12.69,-3.49,8.21,-2.32,59.37,-3.5,1.32,-0.32,-1.98,-2.36,1.32,-1.51,1.71,3.27,-16.21,-1.48,0.37,-3.58,-2.95,11.95,0.35,0.21,2.09,0.75,18.51
16/4/2020,12.69,-3.5,1.32,-0.32,-1.98,-2.36,1.32,-1.51,1.71,3.27,-16.21,-1.48,0.37,-3.58,-2.95,11.95,0.35,0.21,2.09,0.75,18.51,0.2,-6.97,-5.13,0.98,-32.73
15/4/2020,-3.5,1.32,-1.51,1.71,3.27,-16.21,-1.48,0.37,-3.58,-2.95,11.95,0.35,0.21,2.09,0.75,18.51,0.2,-6.97,-5.13,0.98,-32.73,-6.97,-1.93,-1.79,-8.07,37.22
14/4/2020,1.32,-1.48,0.37,-3.58,-2.95,11.95,0.35,0.21,2.09,0.75,18.51,0.2,-6.97,-5.13,0.98,-32.73,-6.97,-1.93,-1.79,-8.07,37.22,-1.92,5.04,-0.59,1.33,-15.01
13/4/2020,-1.48,0.35,0.21,2.09,0.75,18.51,0.2,-6.97,-5.13,0.98,-32.73,-6.97,-1.93,-1.79,-8.07,37.22,-1.92,5.04,-0.59,1.33,-15.01,5.03,-3.72,-0.88,0.6,-32.08
12/4/2020,0.35,0.2,-6.97,-5.13,0.98,-32.73,-6.97,-1.93,-1.79,-8.07,37.22,-1.92,5.04,-0.59,1.33,-15.01,5.03,-3.72,-0.88,0.6,-32.08,-3.71,19.98,2.65,14.17,-5.54
11/4/2020,0.2,-6.97,-1.93,-1.79,-8.07,37.22,-1.92,5.04,-0.59,1.33,-15.01,5.03,-3.72,-0.88,0.6,-32.08,-3.71,19.98,2.65,14.17,-5.54,19.97,-1.01,17.89,1.21,108.53
10/4/2020,-6.97,-1.92,5.04,-0.59,1.33,-15.01,5.03,-3.72,-0.88,0.6,-32.08,-3.71,19.98,2.65,14.17,-5.54,19.97,-1.01,17.89,1.21,108.53,-0.99,2.05,-0.31,1.06,-8
9/4/2020,-1.92,5.03,-3.72,-0.88,0.6,-32.08,-3.71,19.98,2.65,14.17,-5.54,19.97,-1.01,17.89,1.21,108.53,-0.99,2.05,-0.31,1.06,-8,2.03,-0.11,-0.51,0.98,-15.38
8/4/2020,5.03,-3.71,19.98,2.65,14.17,-5.54,19.97,-1.01,17.89,1.21,108.53,-0.99,2.05,-0.31,1.06,-8,2.03,-0.11,-0.51,0.98,-15.38,-0.11,4.16,-1.65,2.03,-20.67
7/4/2020,-3.71,19.97,-1.01,17.89,1.21,108.53,-0.99,2.05,-0.31,1.06,-8,2.03,-0.11,-0.51,0.98,-15.38,-0.11,4.16,-1.65,2.03,-20.67,4.16,2.08,9.04,4.91,51.26
6/4/2020,19.97,-0.99,2.05,-0.31,1.06,-8,2.03,-0.11,-0.51,0.98,-15.38,-0.11,4.16,-1.65,2.03,-20.67,4.16,2.08,9.04,4.91,51.26,2.11,0.55,1.05,-1.23,12.43
5/4/2020,-0.99,2.03,-0.11,-0.51,0.98,-15.38,-0.11,4.16,-1.65,2.03,-20.67,4.16,2.08,9.04,4.91,51.26,2.11,0.55,1.05,-1.23,12.43,0.54,5.52,0.31,4.42,-16.47
4/4/2020,2.03,-0.11,4.16,-1.65,2.03,-20.67,4.16,2.08,9.04,4.91,51.26,2.11,0.55,1.05,-1.23,12.43,0.54,5.52,0.31,4.42,-16.47,5.52,-4.41,2.26,0.14,26.82
3/4/2020,-0.11,4.16,2.08,9.04,4.91,51.26,2.11,0.55,1.05,-1.23,12.43,0.54,5.52,0.31,4.42,-16.47,5.52,-4.41,2.26,0.14,26.82,-4.42,-0.55,-0.71,-0.51,-22.35
2/4/2020,4.16,2.11,0.55,1.05,-1.23,12.43,0.54,5.52,0.31,4.42,-16.47,5.52,-4.41,2.26,0.14,26.82,-4.42,-0.55,-0.71,-0.51,-22.35,-0.54,-4.8,-5.89,-4.28,15.68
1/4/2020,2.11,0.54,5.52,0.31,4.42,-16.47,5.52,-4.41,2.26,0.14,26.82,-4.42,-0.55,-0.71,-0.51,-22.35,-0.54,-4.8,-5.89,-4.28,15.68,-4.8,1.69,1.27,-1.94,2.65
31/3/2020,0.54,5.52,-4.41,2.26,0.14,26.82,-4.42,-0.55,-0.71,-0.51,-22.35,-0.54,-4.8,-5.89,-4.28,15.68,-4.8,1.69,1.27,-1.94,2.65,1.7,-1.81,-1.87,0.47,-26.67
30/3/2020,5.52,-4.42,-0.55,-0.71,-0.51,-22.35,-0.54,-4.8,-5.89,-4.28,15.68,-4.8,1.69,1.27,-1.94,2.65,1.7,-1.81,-1.87,0.47,-26.67,-1.84,1.9,-0.71,0.29,-10.89
29/3/2020,-4.42,-0.54,-4.8,-5.89,-4.28,15.68,-4.8,1.69,1.27,-1.94,2.65,1.7,-1.81,-1.87,0.47,-26.67,-1.84,1.9,-0.71,0.29,-10.89,1.91,11.06,4.36,10.37,-5.31
28/3/2020,-0.54,-4.8,1.69,1.27,-1.94,2.65,1.7,-1.81,-1.87,0.47,-26.67,-1.84,1.9,-0.71,0.29,-10.89,1.91,11.06,4.36,10.37,-5.31,11.12,-7.64,0.05,-0.96,13.35
27/3/2020,-4.8,1.7,-1.81,-1.87,0.47,-26.67,-1.84,1.9,-0.71,0.29,-10.89,1.91,11.06,4.36,10.37,-5.31,11.12,-7.64,0.05,-0.96,13.35,-7.67,-0.55,-0.34,-3.68,-6.48
26/3/2020,1.7,-1.84,1.9,-0.71,0.29,-10.89,1.91,11.06,4.36,10.37,-5.31,11.12,-7.64,0.05,-0.96,13.35,-7.67,-0.55,-0.34,-3.68,-6.48,-0.56,-1.56,-9.56,6.72,-30.3
25/3/2020,-1.84,1.91,11.06,4.36,10.37,-5.31,11.12,-7.64,0.05,-0.96,13.35,-7.67,-0.55,-0.34,-3.68,-6.48,-0.56,-1.56,-9.56,6.72,-30.3,-1.56,15.01,7.66,2.15,14.68
24/3/2020,1.91,11.12,-7.64,0.05,-0.96,13.35,-7.67,-0.55,-0.34,-3.68,-6.48,-0.56,-1.56,-9.56,6.72,-30.3,-1.56,15.01,7.66,2.15,14.68,15,1.56,19.63,4.93,30.93
23/3/2020,11.12,-7.67,-0.55,-0.34,-3.68,-6.48,-0.56,-1.56,-9.56,6.72,-30.3,-1.56,15.01,7.66,2.15,14.68,15,1.56,19.63,4.93,30.93,1.47,4.4,-2.23,0.45,-4.76
22/3/2020,-7.67,-0.56,-1.56,-9.56,6.72,-30.3,-1.56,15.01,7.66,2.15,14.68,15,1.56,19.63,4.93,30.93,1.47,4.4,-2.23,0.45,-4.76,4.54,-10.69,-3.04,7.06,-32.7
21/3/2020,-0.56,-1.56,15.01,7.66,2.15,14.68,15,1.56,19.63,4.93,30.93,1.47,4.4,-2.23,0.45,-4.76,4.54,-10.69,-3.04,7.06,-32.7,-10.72,1.37,-5.87,-15.29,53.39
20/3/2020,-1.56,15,1.56,19.63,4.93,30.93,1.47,4.4,-2.23,0.45,-4.76,4.54,-10.69,-3.04,7.06,-32.7,-10.72,1.37,-5.87,-15.29,53.39,1.35,-8.47,-1.82,-0.28,-2.2
19/3/2020,15,1.47,4.4,-2.23,0.45,-4.76,4.54,-10.69,-3.04,7.06,-32.7,-10.72,1.37,-5.87,-15.29,53.39,1.35,-8.47,-1.82,-0.28,-2.2,-8.43,24.24,-3.08,37.03,-55.8
18/3/2020,1.47,4.54,-10.69,-3.04,7.06,-32.7,-10.72,1.37,-5.87,-15.29,53.39,1.35,-8.47,-1.82,-0.28,-2.2,-8.43,24.24,-3.08,37.03,-55.8,24.18,-44.56,-28.94,-13.94,13.44
17/3/2020,4.54,-10.72,1.37,-5.87,-15.29,53.39,1.35,-8.47,-1.82,-0.28,-2.2,-8.43,24.24,-3.08,37.03,-55.8,24.18,-44.56,-28.94,-13.94,13.44,-44.55,-3.01,-3.72,-43.55,151.69
16/3/2020,-10.72,1.35,-8.47,-1.82,-0.28,-2.2,-8.43,24.24,-3.08,37.03,-55.8,24.18,-44.56,-28.94,-13.94,13.44,-44.55,-3.01,-3.72,-43.55,151.69,-2.98,-1.12,-1.29,-7.15,-2.79
15/3/2020,1.35,-8.43,24.24,-3.08,37.03,-55.8,24.18,-44.56,-28.94,-13.94,13.44,-44.55,-3.01,-3.72,-43.55,151.69,-2.98,-1.12,-1.29,-7.15,-2.79,-1.13,1.84,-1.25,2.85,-27.75
14/3/2020,-8.43,24.18,-44.56,-28.94,-13.94,13.44,-44.55,-3.01,-3.72,-43.55,151.69,-2.98,-1.12,-1.29,-7.15,-2.79,-1.13,1.84,-1.25,2.85,-27.75,1.85,-16.05,-12.25,-3.04,22.25
13/3/2020,24.18,-44.55,-3.01,-3.72,-43.55,151.69,-2.98,-1.12,-1.29,-7.15,-2.79,-1.13,1.84,-1.25,2.85,-27.75,1.85,-16.05,-12.25,-3.04,22.25,-16.08,-3.09,-5.66,-16.95,46.51
12/3/2020,-44.55,-2.98,-1.12,-1.29,-7.15,-2.79,-1.13,1.84,-1.25,2.85,-27.75,1.85,-16.05,-12.25,-3.04,22.25,-16.08,-3.09,-5.66,-16.95,46.51,-3.1,7.18,2.68,4.02,-4.74
11/3/2020,-2.98,-1.13,1.84,-1.25,2.85,-27.75,1.85,-16.05,-12.25,-3.04,22.25,-16.08,-3.09,-5.66,-16.95,46.51,-3.1,7.18,2.68,4.02,-4.74,7.2,1.83,4.71,1.5,-0.45
10/3/2020,-1.13,1.85,-16.05,-12.25,-3.04,22.25,-16.08,-3.09,-5.66,-16.95,46.51,-3.1,7.18,2.68,4.02,-4.74,7.2,1.83,4.71,1.5,-0.45,1.81,0.19,2.32,1.63,21.64
9/3/2020,1.85,-16.08,-3.09,-5.66,-16.95,46.51,-3.1,7.18,2.68,4.02,-4.74,7.2,1.83,4.71,1.5,-0.45,1.81,0.19,2.32,1.63,21.64,0.2,-3.43,-1.6,0.18,-20.73
8/3/2020,-16.08,-3.1,7.18,2.68,4.02,-4.74,7.2,1.83,4.71,1.5,-0.45,1.81,0.19,2.32,1.63,21.64,0.2,-3.43,-1.6,0.18,-20.73,-3.42,6.4,-0.8,1.9,1.99
7/3/2020,-3.1,7.2,1.83,4.71,1.5,-0.45,1.81,0.19,2.32,1.63,21.64,0.2,-3.43,-1.6,0.18,-20.73,-3.42,6.4,-0.8,1.9,1.99,6.37,0.21,2.99,1.52,5.53
6/3/2020,7.2,1.81,0.19,2.32,1.63,21.64,0.2,-3.43,-1.6,0.18,-20.73,-3.42,6.4,-0.8,1.9,1.99,6.37,0.21,2.99,1.52,5.53,0.22,-4.16,-2.33,-2.04,5.08
5/3/2020,1.81,0.2,-3.43,-1.6,0.18,-20.73,-3.42,6.4,-0.8,1.9,1.99,6.37,0.21,2.99,1.52,5.53,0.22,-4.16,-2.33,-2.04,5.08,-4.15,-0.29,-0.72,1.38,-32.23
4/3/2020,0.2,-3.42,6.4,-0.8,1.9,1.99,6.37,0.21,2.99,1.52,5.53,0.22,-4.16,-2.33,-2.04,5.08,-4.15,-0.29,-0.72,1.38,-32.23,-0.26,1.47,-1.48,1.95,-16.37
3/3/2020,-3.42,6.37,0.21,2.99,1.52,5.53,0.22,-4.16,-2.33,-2.04,5.08,-4.15,-0.29,-0.72,1.38,-32.23,-0.26,1.47,-1.48,1.95,-16.37,1.44,-9.18,-4.79,-2.79,-2.44
2/3/2020,6.37,0.22,-4.16,-2.33,-2.04,5.08,-4.15,-0.29,-0.72,1.38,-32.23,-0.26,1.47,-1.48,1.95,-16.37,1.44,-9.18,-4.79,-2.79,-2.44,-9.18,-7.02,-6.06,-11.95,45.49
1/3/2020,0.22,-4.15,-0.29,-0.72,1.38,-32.23,-0.26,1.47,-1.48,1.95,-16.37,1.44,-9.18,-4.79,-2.79,-2.44,-9.18,-7.02,-6.06,-11.95,45.49,-7.04,-3.31,-3.84,-4.8,1.75
29/2/2020,-4.15,-0.26,1.47,-1.48,1.95,-16.37,1.44,-9.18,-4.79,-2.79,-2.44,-9.18,-7.02,-6.06,-11.95,45.49,-7.04,-3.31,-3.84,-4.8,1.75,-3.3,5,0.55,-1.18,24.44
28/2/2020,-0.26,1.44,-9.18,-4.79,-2.79,-2.44,-9.18,-7.02,-6.06,-11.95,45.49,-7.04,-3.31,-3.84,-4.8,1.75,-3.3,5,0.55,-1.18,24.44,5,-1.32,3.22,1.66,19.7
27/2/2020,1.44,-9.18,-7.02,-6.06,-11.95,45.49,-7.04,-3.31,-3.84,-4.8,1.75,-3.3,5,0.55,-1.18,24.44,5,-1.32,3.22,1.66,19.7,-1.31,3.04,-0.41,1.11,-23.25
26/2/2020,-9.18,-7.04,-3.31,-3.84,-4.8,1.75,-3.3,5,0.55,-1.18,24.44,5,-1.32,3.22,1.66,19.7,-1.31,3.04,-0.41,1.11,-23.25,3,-0.68,1.35,3.12,-20.89
25/2/2020,-7.04,-3.3,5,0.55,-1.18,24.44,5,-1.32,3.22,1.66,19.7,-1.31,3.04,-0.41,1.11,-23.25,3,-0.68,1.35,3.12,-20.89,-0.67,-8.24,-7.53,-2.92,6.31
24/2/2020,-3.3,5,-1.32,3.22,1.66,19.7,-1.31,3.04,-0.41,1.11,-23.25,3,-0.68,1.35,3.12,-20.89,-0.67,-8.24,-7.53,-2.92,6.31,-8.2,5.46,0.06,-2.09,-14.04
23/2/2020,5,-1.31,3.04,-0.41,1.11,-23.25,3,-0.68,1.35,3.12,-20.89,-0.67,-8.24,-7.53,-2.92,6.31,-8.2,5.46,0.06,-2.09,-14.04,5.47,3,6.38,7.1,-5.7
22/2/2020,-1.31,3,-0.68,1.35,3.12,-20.89,-0.67,-8.24,-7.53,-2.92,6.31,-8.2,5.46,0.06,-2.09,-14.04,5.47,3,6.38,7.1,-5.7,2.94,-1.87,-1.96,1.77,3.18
21/2/2020,3,-0.67,-8.24,-7.53,-2.92,6.31,-8.2,5.46,0.06,-2.09,-14.04,5.47,3,6.38,7.1,-5.7,2.94,-1.87,-1.96,1.77,3.18,-1.84,-7.12,-4.9,-9.36,11.5
20/2/2020,-0.67,-8.2,5.46,0.06,-2.09,-14.04,5.47,3,6.38,7.1,-5.7,2.94,-1.87,-1.96,1.77,3.18,-1.84,-7.12,-4.9,-9.36,11.5,-7.14,6.13,0.56,0.64,11.36
19/2/2020,-8.2,5.47,3,6.38,7.1,-5.7,2.94,-1.87,-1.96,1.77,3.18,-1.84,-7.12,-4.9,-9.36,11.5,-7.14,6.13,0.56,0.64,11.36,6.14,1.17,3.23,1.44,-20.2
18/2/2020,5.47,2.94,-1.87,-1.96,1.77,3.18,-1.84,-7.12,-4.9,-9.36,11.5,-7.14,6.13,0.56,0.64,11.36,6.14,1.17,3.23,1.44,-20.2,1.19,12.18,0.91,8.6,5.3
17/2/2020,2.94,-1.84,-7.12,-4.9,-9.36,11.5,-7.14,6.13,0.56,0.64,11.36,6.14,1.17,3.23,1.44,-20.2,1.19,12.18,0.91,8.6,5.3,12.17,6.19,15.2,8.48,36.8
16/2/2020,-1.84,-7.14,6.13,0.56,0.64,11.36,6.14,1.17,3.23,1.44,-20.2,1.19,12.18,0.91,8.6,5.3,12.17,6.19,15.2,8.48,36.8,6.19,-2.48,4.07,0.55,5.39
15/2/2020,-7.14,6.14,1.17,3.23,1.44,-20.2,1.19,12.18,0.91,8.6,5.3,12.17,6.19,15.2,8.48,36.8,6.19,-2.48,4.07,0.55,5.39,-2.47,2.41,-0.48,-2.71,15.55
14/2/2020,6.14,1.19,12.18,0.91,8.6,5.3,12.17,6.19,15.2,8.48,36.8,6.19,-2.48,4.07,0.55,5.39,-2.47,2.41,-0.48,-2.71,15.55,2.4,-0.11,1.24,4.36,-10.64
13/2/2020,1.19,12.17,6.19,15.2,8.48,36.8,6.19,-2.48,4.07,0.55,5.39,-2.47,2.41,-0.48,-2.71,15.55,2.4,-0.11,1.24,4.36,-10.64,-0.13,4.84,1.35,0.29,-4.48
12/2/2020,12.17,6.19,-2.48,4.07,0.55,5.39,-2.47,2.41,-0.48,-2.71,15.55,2.4,-0.11,1.24,4.36,-10.64,-0.13,4.84,1.35,0.29,-4.48,4.86,4.57,3.88,5.89,1.76
11/2/2020,6.19,-2.47,2.41,-0.48,-2.71,15.55,2.4,-0.11,1.24,4.36,-10.64,-0.13,4.84,1.35,0.29,-4.48,4.86,4.57,3.88,5.89,1.76,4.58,7.89,4.16,6.92,12.07
10/2/2020,-2.47,2.4,-0.11,1.24,4.36,-10.64,-0.13,4.84,1.35,0.29,-4.48,4.86,4.57,3.88,5.89,1.76,4.58,7.89,4.16,6.92,12.07,7.89,-0.45,8.37,-0.35,26.9
9/2/2020,2.4,-0.13,4.84,1.35,0.29,-4.48,4.86,4.57,3.88,5.89,1.76,4.58,7.89,4.16,6.92,12.07,7.89,-0.45,8.37,-0.35,26.9,-0.45,0.7,-1.76,0.95,-3.26
8/2/2020,-0.13,4.86,4.57,3.88,5.89,1.76,4.58,7.89,4.16,6.92,12.07,7.89,-0.45,8.37,-0.35,26.9,-0.45,0.7,-1.76,0.95,-3.26,0.68,2.67,0.86,4.27,-17.81
7/2/2020,4.86,4.58,7.89,4.16,6.92,12.07,7.89,-0.45,8.37,-0.35,26.9,-0.45,0.7,-1.76,0.95,-3.26,0.68,2.67,0.86,4.27,-17.81,2.65,2.06,4.93,0.07,9.82
6/2/2020,4.58,7.89,-0.45,8.37,-0.35,26.9,-0.45,0.7,-1.76,0.95,-3.26,0.68,2.67,0.86,4.27,-17.81,2.65,2.06,4.93,0.07,9.82,2.07,-2.56,-0.81,2.22,12.49
5/2/2020,7.89,-0.45,0.7,-1.76,0.95,-3.26,0.68,2.67,0.86,4.27,-17.81,2.65,2.06,4.93,0.07,9.82,2.07,-2.56,-0.81,2.22,12.49,-2.54,6.18,-0.58,2.49,-9.6
4/2/2020,-0.45,0.68,2.67,0.86,4.27,-17.81,2.65,2.06,4.93,0.07,9.82,2.07,-2.56,-0.81,2.22,12.49,-2.54,6.18,-0.58,2.49,-9.6,6.17,-1.09,4.68,-1.47,15.53
3/2/2020,0.68,2.65,2.06,4.93,0.07,9.82,2.07,-2.56,-0.81,2.22,12.49,-2.54,6.18,-0.58,2.49,-9.6,6.17,-1.09,4.68,-1.47,15.53,-1.07,3.24,1.33,2.05,-10.77
2/2/2020,2.65,2.07,-2.56,-0.81,2.22,12.49,-2.54,6.18,-0.58,2.49,-9.6,6.17,-1.09,4.68,-1.47,15.53,-1.07,3.24,1.33,2.05,-10.77,3.21,1.41,2.38,2.91,0.72
1/2/2020,2.07,-2.54,6.18,-0.58,2.49,-9.6,6.17,-1.09,4.68,-1.47,15.53,-1.07,3.24,1.33,2.05,-10.77,3.21,1.41,2.38,2.91,0.72,1.41,4.68,2.36,3.7,27.7
